Geo_NAME,Geo_QName,Geo_SUMLEV,Geo_GEOCOMP,Geo_REGION,Geo_DIVISION,Geo_FIPS,Geo_STATE,Geo_PLACECE,SE_T001_001,SE_T002_002,SE_T002_001,SE_T002_003,SE_T004_001,SE_T004_002,SE_T004_003,SE_T004_004,SE_T004_005,SE_T004_006,SE_T004_007,SE_T013_001,SE_T013_002,SE_T013_003,SE_T013_004,SE_T013_005,SE_T013_006,SE_T013_007,SE_T013_008,SE_T013_009,SE_T013_010,SE_T013_011,SE_T013_012,SE_T013_013,SE_T014_001,SE_T014_002,SE_T014_003,SE_T014_004,SE_T014_005,SE_T014_006,SE_T014_007,SE_T014_008,SE_T014_009,SE_T014_010,SE_T014_011,SE_T014_012,SE_T014_013,SE_T014_014,SE_T014_015,SE_T014_016,SE_T014_017,SE_T014_018,SE_T014_019,SE_T014_020,SE_T014_021,SE_T028_001,SE_T028_002,SE_T028_003,SE_T028_004,SE_T041_001,SE_T041_002,SE_T041_003,SE_T041_004,SE_T041_005,SE_T041_006,SE_T041_007,SE_T041_008,SE_T041_009,SE_T041_010,SE_T041_011,SE_T041_012,SE_T041_013,SE_T041_014,SE_T041_015,SE_T041_016,SE_T041_017,SE_T041_018,SE_T041_019,SE_T041_020,SE_T041_021,SE_T041_022,SE_T041_023,SE_T041_024,SE_T041_025,SE_T041_026,SE_T043_001,SE_T099_001,SE_T099_002,SE_T099_003,SE_T099_004,SE_T099_005,SE_T099_006,SE_T099_007,SE_T099_008,SE_T099_009,SE_T099_010,SE_T099_011,SE_T099_012,SE_T099_013,SE_T110_001,SE_T110_002,SE_T110_003,SE_T110_004,SE_T110_005,SE_T111_001,SE_T111_002,SE_T111_003,SE_T111_004,SE_T111_005
"Dyer town","Dyer town, Arkansas","160","00","3","7","050590","05","0590",502,502,196.341585019632,2.55676860278889,529,0,0,0,529,13,516,502,502,499,0,3,0,0,0,0,0,0,0,0,529,529,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,425,238,0,238,202,10,28,29,15,11,11,9,6,28,7,15,9,4,4,4,3,2,0,3,0,0,0,4,0,0,19318,529,470,469,0,1,0,0,59,57,0,2,0,0,529,529,0,0,0,0,0,0,0,0
"Dyess town","Dyess town, Arkansas","160","00","3","7","050594","05","0594",466,466,478.37273404677,0.974135787501718,446,0,0,0,446,12,434,466,463,462,0,0,1,0,3,2,0,0,0,1,446,446,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,322,206,4,202,164,21,29,9,15,14,8,12,12,5,13,10,1,8,0,1,0,0,2,1,0,3,0,0,0,0,16429,442,324,321,0,0,3,0,118,118,0,0,0,0,446,440,6,6,0,6,0,3,3,0
"Earle city","Earle city, Arkansas","160","00","3","7","050600","05","0600",3393,3393,1043.06579038576,3.25291082429726,3391,3391,0,3391,0,0,0,3393,3371,1129,2227,6,9,0,22,11,10,0,0,1,3391,3370,21,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2297,1195,0,1195,1170,296,233,59,80,66,96,47,42,51,0,29,14,24,32,30,0,0,29,0,20,7,7,8,0,0,12373,3391,1854,940,907,7,0,0,1537,208,1323,6,0,0,3391,3391,0,0,0,0,0,0,0,0
"East Camden town","East Camden town, Arkansas","160","00","3","7","050603","05","0603",783,783,1393.78735670103,0.561778664611574,802,0,0,0,802,0,802,783,763,641,116,0,6,0,20,15,0,0,0,5,802,779,23,13,3,0,7,0,7,0,7,0,0,0,0,0,0,0,0,0,0,584,458,4,454,303,29,17,10,13,16,11,22,11,16,15,12,7,18,19,14,8,15,12,15,2,19,2,0,0,0,28583,802,701,611,75,0,3,12,101,78,23,0,0,0,802,789,13,6,7,13,7,3,0,3
"Edmondson town","Edmondson town, Arkansas","160","00","3","7","050605","05","0605",286,286,481.93660897853,0.593439042960817,268,0,0,0,268,17,251,286,286,21,264,1,0,0,0,0,0,0,0,0,268,268,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,176,103,0,103,73,18,11,3,2,4,2,0,4,0,0,1,0,6,0,6,0,0,1,2,12,0,1,0,0,0,16563,266,147,8,139,0,0,0,119,4,115,0,0,0,268,268,0,0,0,0,0,0,0,0
"Egypt town","Egypt town, Arkansas","160","00","3","7","050607","05","0607",123,123,333.929270440252,0.368341474941197,135,0,0,0,135,2,133,123,121,121,0,0,0,0,2,2,0,0,0,0,135,130,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,113,63,0,63,63,10,5,3,3,0,5,2,0,6,8,3,2,3,0,0,0,4,0,0,0,3,3,0,3,0,26458,135,102,102,0,0,0,0,33,33,0,0,0,0,135,135,0,0,0,0,0,0,0,0
"Elaine city","Elaine city, Arkansas","160","00","3","7","050610","05","0610",846,846,1688.08154699538,0.501160623138022,852,0,0,0,852,19,833,846,833,390,430,0,13,0,13,6,0,0,0,7,852,833,19,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,563,254,0,254,305,83,66,29,13,15,11,17,6,14,2,5,2,7,0,6,1,2,0,10,0,2,4,10,0,0,10302,850,428,283,128,0,17,0,422,80,325,0,4,13,852,841,11,9,2,11,0,0,7,4
"El Dorado city","El Dorado city, Arkansas","160","00","3","7","050615","05","0615",23146,23146,1481.25478115194,15.6259411240515,23146,23146,0,23146,0,0,0,23146,23036,14211,8715,35,74,1,110,66,12,0,0,32,23146,23105,41,28,0,0,13,0,0,0,0,0,0,0,0,7,0,0,0,7,6,17570,9787,38,9749,9154,1236,1251,628,592,576,431,492,377,367,278,324,236,281,221,225,222,147,105,252,143,334,209,90,17,120,19205,22479,16898,12212,4554,35,90,7,5581,1658,3875,35,13,0,23146,22965,181,123,58,181,63,45,23,50
"Elkins city","Elkins city, Arkansas","160","00","3","7","050617","05","0617",692,692,290.575826199741,2.38147821534308,696,0,0,0,696,31,665,692,678,673,0,5,0,0,14,11,0,0,0,3,696,678,18,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,558,332,0,332,278,23,37,10,18,15,24,18,11,8,11,8,14,15,15,8,10,0,8,4,10,9,0,0,0,2,21667,696,596,596,0,0,0,0,100,100,0,0,0,0,696,696,0,0,0,0,0,0,0,0
"Elm Springs town","Elm Springs town, Arkansas","160","00","3","7","050620","05","0620",893,893,296.482410460197,3.01198306710301,883,0,0,0,883,73,810,893,861,851,0,5,5,0,32,29,0,0,0,3,883,864,19,16,0,0,3,0,0,0,0,0,0,0,0,3,3,0,0,0,0,727,445,0,445,338,26,44,8,15,23,31,21,19,14,12,15,22,20,0,9,0,10,3,11,4,18,8,0,5,0,22632,878,786,768,0,16,2,0,92,82,0,0,10,0,883,876,7,0,7,7,7,0,0,0
"Emerson town","Emerson town, Arkansas","160","00","3","7","050625","05","0625",317,317,318.845124660194,0.994213100601238,311,0,0,0,311,0,311,317,317,215,101,0,1,0,0,0,0,0,0,0,311,311,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,260,155,0,155,115,8,24,3,8,8,5,2,10,5,3,6,5,0,2,0,2,2,3,2,0,6,11,0,0,0,21875,311,247,200,47,0,0,0,64,24,40,0,0,0,311,311,0,0,0,0,0,0,0,0
"Emmet city","Emmet city, Arkansas","160","00","3","7","050630","05","0630",446,446,293.927391348601,1.51738154771373,456,0,0,0,456,28,428,446,439,329,109,1,0,0,7,1,1,0,0,5,456,456,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,323,177,0,177,172,18,24,16,15,13,11,14,2,6,2,8,7,4,6,10,2,11,0,2,0,1,0,0,0,0,17500,456,343,301,42,0,0,0,113,42,71,0,0,0,456,456,0,0,0,0,0,0,0,0
"England city","England city, Arkansas","160","00","3","7","050635","05","0635",3351,3351,1818.36366813325,1.84286568123096,3351,3351,0,3351,0,0,0,3351,3339,2330,1005,3,0,1,12,5,1,3,0,3,3351,3351,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2496,1384,0,1384,1180,179,146,84,69,105,71,76,80,49,57,21,46,9,25,24,12,30,5,20,33,16,5,0,7,11,17746,3203,2430,1953,477,0,0,0,773,271,502,0,0,0,3351,3336,15,15,0,15,0,0,15,0
"Enola town","Enola town, Arkansas","160","00","3","7","050638","05","0638",179,179,117.577441541973,1.52240087598861,179,0,0,0,179,0,179,179,179,178,1,0,0,0,0,0,0,0,0,0,179,179,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,127,79,0,79,66,9,12,2,2,0,4,1,4,8,4,7,2,2,0,2,0,0,3,0,0,4,0,0,0,0,24375,179,149,149,0,0,0,0,30,30,0,0,0,0,179,179,0,0,0,0,0,0,0,0
"Eudora city","Eudora city, Arkansas","160","00","3","7","050645","05","0645",3155,3155,1036.71810961685,3.04325734327727,3155,3155,0,3155,0,0,0,3155,3141,719,2414,4,4,0,14,0,6,0,0,8,3155,3142,13,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2145,1044,0,1044,1150,244,286,73,63,67,78,82,49,29,27,23,20,0,12,18,9,6,12,7,11,13,15,0,0,6,11541,3155,1789,660,1119,10,0,0,1366,65,1301,0,0,0,3155,3155,0,0,0,0,0,0,0,0
"Eureka Springs city","Eureka Springs city, Arkansas","160","00","3","7","050650","05","0650",1900,1900,444.211698862611,4.27723989454777,1881,0,0,0,1881,0,1881,1900,1882,1826,0,52,4,0,18,14,0,1,0,3,1881,1881,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1608,995,0,995,870,70,111,99,117,42,48,32,46,36,34,28,25,23,44,21,5,0,22,23,10,14,10,10,0,0,17262,1783,1502,1487,0,15,0,0,281,281,0,0,0,0,1881,1863,18,12,6,18,0,0,5,13
"Evening Shade town","Evening Shade town, Arkansas","160","00","3","7","050655","05","0655",328,328,415.208242424242,0.78996505003112,312,0,0,0,312,2,310,328,327,325,0,2,0,0,1,0,0,0,0,1,312,310,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,276,148,0,148,135,19,33,13,0,8,7,12,7,4,15,2,2,2,0,4,4,0,3,0,0,0,0,0,0,0,15781,308,248,246,0,0,0,2,60,58,0,2,0,0,312,308,4,2,2,4,2,0,0,2
"Everton town","Everton town, Arkansas","160","00","3","7","050660","05","0660",150,150,317.400490196078,0.472589062188705,166,0,0,0,166,8,158,150,146,146,0,0,0,0,4,4,0,0,0,0,166,162,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,117,73,4,69,49,2,10,0,2,6,5,2,2,2,4,3,0,0,0,0,0,0,0,0,4,2,5,0,0,0,19750,165,143,143,0,0,0,0,22,22,0,0,0,0,166,165,1,0,1,1,0,0,0,1
"Fairfield Bay CDP","Fairfield Bay CDP, Arkansas","160","00","3","7","050661","05","0661",2332,2332,109.431486166724,21.3101373442657,2302,0,0,0,2302,26,2276,2332,2325,2310,5,9,1,0,7,5,0,0,0,2,2302,2302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2165,512,0,512,1184,44,52,116,94,79,62,89,82,29,87,77,31,94,8,23,31,17,17,57,15,22,58,0,0,0,24207,2283,2141,2141,0,0,0,0,142,142,0,0,0,0,2302,2275,27,27,0,27,0,0,0,27
"Fargo town","Fargo town, Arkansas","160","00","3","7","050662","05","0662",140,140,210.690482277745,0.664481843159119,144,0,0,0,144,0,144,140,140,43,97,0,0,0,0,0,0,0,0,0,144,144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,103,37,0,37,44,7,17,4,0,2,0,4,0,0,5,0,0,2,0,0,0,0,0,3,0,0,0,0,0,0,8982,144,49,32,17,0,0,0,95,16,79,0,0,0,144,144,0,0,0,0,0,0,0,0
"Farmington city","Farmington city, Arkansas","160","00","3","7","050665","05","0665",1322,1322,768.911775432293,1.71931298523391,1322,1322,1322,0,0,0,0,1322,1305,1295,1,7,2,0,17,13,0,0,0,4,1322,1310,12,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,994,654,3,651,516,44,76,17,34,42,29,28,40,27,20,34,15,22,7,16,13,14,8,8,12,5,0,0,2,3,21429,1317,1153,1133,2,11,2,5,164,162,0,0,0,2,1322,1318,4,2,2,4,0,2,0,2
"Fayetteville city","Fayetteville city, Arkansas","160","00","3","7","050670","05","0670",42099,42099,1046.21906573657,40.2391825753633,42095,42095,42095,0,0,0,0,42099,41496,38798,1566,465,651,16,603,408,14,16,6,159,42095,41481,614,338,83,0,193,0,20,0,0,5,0,15,0,75,18,8,0,49,98,34331,22105,47,22058,17009,1941,2124,1098,1041,1041,809,937,659,899,557,622,421,516,406,411,314,271,354,550,354,765,449,229,81,160,21202,38196,30652,28989,848,381,356,78,7544,6633,421,132,239,119,42095,41113,982,305,677,982,569,155,117,141
"Felsenthal town","Felsenthal town, Arkansas","160","00","3","7","050671","05","0671",95,95,65.1612447033898,1.45792181276516,91,0,0,0,91,0,91,95,93,74,19,0,0,0,2,0,0,0,0,2,91,90,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82,18,0,18,47,8,14,4,2,0,2,2,2,0,3,6,0,2,0,0,0,0,0,2,0,0,0,0,0,0,10938,91,73,50,22,0,0,1,18,14,4,0,0,0,91,88,3,0,3,3,3,0,0,0
"Fifty-Six city","Fifty-Six city, Arkansas","160","00","3","7","050673","05","0673",156,156,75.6625707865169,2.06178561445072,154,0,0,0,154,5,149,156,155,155,0,0,0,0,1,1,0,0,0,0,154,154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,140,71,0,71,72,16,9,9,5,9,0,0,4,5,0,3,0,5,0,0,0,0,0,2,3,0,2,0,0,0,13500,154,130,130,0,0,0,0,24,24,0,0,0,0,154,154,0,0,0,0,0,0,0,0
"Fisher town","Fisher town, Arkansas","160","00","3","7","050675","05","0675",245,245,778.585349693252,0.314673272617479,244,0,0,0,244,0,244,245,245,245,0,0,0,0,0,0,0,0,0,0,244,244,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,197,110,2,108,105,8,21,15,4,8,14,5,0,7,2,13,0,0,0,0,1,0,0,0,0,5,0,2,0,0,16406,244,218,218,0,0,0,0,26,26,0,0,0,0,244,244,0,0,0,0,0,0,0,0
"Flippin city","Flippin city, Arkansas","160","00","3","7","050680","05","0680",1006,1006,567.158887244232,1.77375339190761,1026,0,0,0,1026,0,1026,1006,1004,997,0,2,5,0,2,2,0,0,0,0,1026,1022,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,790,419,0,419,443,79,91,24,40,38,33,30,32,15,5,2,11,2,9,7,3,6,2,4,2,5,3,0,0,0,14219,1021,730,724,0,3,3,0,291,291,0,0,0,0,1026,1016,10,7,3,10,2,0,3,5
"Fordyce city","Fordyce city, Arkansas","160","00","3","7","050685","05","0685",4729,4729,845.509681899765,5.59307610691633,4729,4729,0,4729,0,0,0,4729,4708,2565,2131,7,5,0,21,6,2,0,0,13,4729,4653,76,55,13,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3559,2002,12,1990,1799,287,253,115,136,84,89,82,91,127,63,48,44,30,25,54,26,29,23,34,29,103,16,11,0,0,18188,4594,3508,2225,1195,0,20,68,1086,196,890,0,0,0,4729,4689,40,8,32,40,25,7,8,0
"Foreman city","Foreman city, Arkansas","160","00","3","7","050687","05","0687",1267,1267,539.367980933596,2.34904563264386,1270,0,0,0,1270,31,1239,1267,1259,924,319,15,1,0,8,6,0,0,0,2,1270,1263,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,940,471,0,471,508,114,73,48,36,27,29,21,15,14,12,12,17,12,13,4,2,13,8,16,4,13,3,2,0,0,13819,1270,895,714,174,7,0,0,375,215,158,2,0,0,1270,1268,2,0,2,2,0,0,2,0
"Forrest City city","Forrest City city, Arkansas","160","00","3","7","050695","05","0695",13364,13364,967.940927654576,13.806627675495,13364,13364,0,13364,0,0,0,13364,13271,5638,7552,14,63,4,93,44,20,0,5,24,13364,13282,82,59,8,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,15,9277,5005,15,4990,4785,1103,866,294,269,193,235,287,135,142,132,152,110,109,83,117,74,64,42,88,68,119,66,11,15,11,13704,13007,7602,4513,2975,38,76,0,5405,899,4506,0,0,0,13364,13283,81,13,68,81,47,8,16,10
"Fort Smith city","Fort Smith city, Arkansas","160","00","3","7","050700","05","0700",72798,72798,1558.1021934055,46.7222241956333,72798,72798,72798,0,0,0,0,72798,71766,62285,5542,985,2916,38,1032,505,48,16,65,398,72798,72032,766,497,28,61,180,0,43,0,6,0,0,37,0,34,0,0,9,25,103,56202,36323,288,36035,29721,2366,3341,1968,1505,1769,1446,1665,1499,1560,1079,1451,1093,898,707,900,600,675,538,954,644,1421,728,372,138,404,23835,71510,61641,54292,3768,886,2380,315,9869,7446,1663,162,524,74,72798,69788,3010,837,2173,3010,2085,596,92,237
"Fouke town","Fouke town, Arkansas","160","00","3","7","050705","05","0705",634,634,605.253369701437,1.04749520074996,637,0,0,0,637,29,608,634,633,615,0,18,0,0,1,0,0,1,0,0,637,636,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,439,249,0,249,221,22,52,10,7,15,11,8,2,12,6,6,12,13,4,4,9,5,0,11,5,7,0,0,0,0,18523,637,477,467,0,10,0,0,160,148,0,12,0,0,637,635,2,2,0,2,0,2,0,0
"Fountain Hill town","Fountain Hill town, Arkansas","160","00","3","7","050710","05","0710",195,195,332.48693877551,0.586489203810983,168,0,0,0,168,0,168,195,195,130,65,0,0,0,0,0,0,0,0,0,168,168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,125,64,0,64,62,6,10,4,6,8,7,5,2,1,3,3,1,0,0,2,0,2,0,2,0,0,0,0,0,0,16563,168,143,80,63,0,0,0,25,8,17,0,0,0,168,168,0,0,0,0,0,0,0,0
"Fourche town","Fourche town, Arkansas","160","00","3","7","050715","05","0715",55,55,282.077900990099,0.19498159837034,54,0,0,0,54,0,54,55,55,51,0,4,0,0,0,0,0,0,0,0,54,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,32,0,32,19,0,4,0,0,4,2,2,3,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,19375,54,54,48,0,6,0,0,0,0,0,0,0,0,54,54,0,0,0,0,0,0,0,0
"Franklin town","Franklin town, Arkansas","160","00","3","7","050720","05","0720",205,205,101.055869813475,2.02858082740152,198,0,0,0,198,12,186,205,205,205,0,0,0,0,0,0,0,0,0,0,198,198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,155,84,0,84,85,13,18,2,12,3,5,2,5,2,5,8,4,0,0,0,0,0,0,3,0,3,0,0,0,0,14479,198,153,153,0,0,0,0,45,45,0,0,0,0,198,198,0,0,0,0,0,0,0,0
"Fredonia (Biscoe) town","Fredonia (Biscoe) town, Arkansas","160","00","3","7","050725","05","0725",484,484,517.783639818257,0.934753365652659,495,0,0,0,495,22,473,484,480,210,270,0,0,0,4,4,0,0,0,0,495,495,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,330,190,0,190,159,21,33,13,10,22,5,6,9,13,2,6,4,2,0,2,0,2,0,7,0,0,2,0,0,0,15284,493,321,192,129,0,0,0,172,26,146,0,0,0,495,493,2,2,0,2,0,0,0,2
"Friendship town","Friendship town, Arkansas","160","00","3","7","050730","05","0730",160,160,218.104252631579,0.733594132482467,119,0,0,0,119,0,119,160,159,156,0,3,0,0,1,1,0,0,0,0,119,119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87,51,0,51,49,15,9,0,4,0,0,0,2,0,6,2,5,4,0,0,0,0,2,0,0,0,0,0,0,0,12813,119,76,76,0,0,0,0,43,38,0,5,0,0,119,119,0,0,0,0,0,0,0,0
"Fulton city","Fulton city, Arkansas","160","00","3","7","050735","05","0735",269,269,1482.35483404255,0.181468022245663,285,0,0,0,285,0,285,269,262,156,105,0,1,0,7,5,0,0,0,2,285,272,13,7,4,0,2,0,0,0,0,0,0,0,0,1,1,0,0,0,1,207,94,0,94,101,21,23,9,1,2,4,4,0,4,11,4,0,4,6,0,0,3,4,0,0,1,0,0,0,0,11806,256,187,96,83,0,3,5,69,40,29,0,0,0,285,284,1,1,0,1,0,1,0,0
"Garfield town","Garfield town, Arkansas","160","00","3","7","050745","05","0745",308,308,83.9347962962963,3.6695150711123,275,0,0,0,275,5,270,308,307,306,0,1,0,0,1,1,0,0,0,0,275,274,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,210,95,0,95,117,17,16,12,7,4,9,7,12,9,2,2,1,0,5,5,3,2,3,0,1,0,0,0,0,0,18194,275,216,216,0,0,0,0,59,59,0,0,0,0,275,273,2,2,0,2,0,0,0,2
"Garland town","Garland town, Arkansas","160","00","3","7","050750","05","0750",415,415,505.096343984962,0.821625428380363,412,0,0,0,412,4,408,415,415,152,262,0,1,0,0,0,0,0,0,0,412,412,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,312,171,0,171,172,47,30,20,4,8,20,2,7,5,2,11,0,5,3,2,0,3,0,0,0,0,3,0,0,0,11125,412,252,125,125,0,2,0,160,23,137,0,0,0,412,410,2,0,2,2,0,2,0,0
"Garner town","Garner town, Arkansas","160","00","3","7","050752","05","0752",191,191,294.632345443716,0.648265551809507,146,0,0,0,146,4,142,191,191,191,0,0,0,0,0,0,0,0,0,0,146,146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,111,66,0,66,56,2,9,11,2,6,2,8,4,0,4,1,0,0,1,2,0,2,0,0,0,2,0,0,0,0,16667,146,121,121,0,0,0,0,25,25,0,0,0,0,146,146,0,0,0,0,0,0,0,0
"Gassville city","Gassville city, Arkansas","160","00","3","7","050755","05","0755",1167,1167,744.462067980296,1.56757483046253,1167,0,0,0,1167,4,1163,1167,1158,1148,0,3,7,0,9,6,0,0,0,3,1167,1152,15,2,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,13,892,472,0,472,439,35,64,59,57,25,50,20,27,17,13,14,2,14,8,0,9,7,4,4,4,4,0,2,0,0,15450,1101,905,893,0,5,7,0,196,189,0,0,7,0,1167,1150,17,15,2,17,3,4,0,10
"Gateway town","Gateway town, Arkansas","160","00","3","7","050760","05","0760",65,65,114.13506440678,0.569500708111389,67,0,0,0,67,3,64,65,65,65,0,0,0,0,0,0,0,0,0,0,67,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62,27,0,27,35,14,2,0,0,6,1,0,0,0,2,6,0,0,0,0,0,2,2,0,0,0,0,0,0,0,15625,67,53,53,0,0,0,0,14,14,0,0,0,0,67,67,0,0,0,0,0,0,0,0
"Gentry city","Gentry city, Arkansas","160","00","3","7","050765","05","0765",1726,1726,762.332757162347,2.26410315414589,1726,0,0,0,1726,2,1724,1726,1708,1657,1,47,2,1,18,10,0,0,0,8,1726,1700,26,18,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,8,1287,818,0,818,650,58,83,45,41,38,28,30,27,50,19,39,23,20,27,24,3,26,12,35,3,13,4,0,2,0,22685,1717,1451,1397,2,42,4,6,266,227,0,27,0,12,1726,1702,24,17,7,24,2,5,7,10
"Georgetown town","Georgetown town, Arkansas","160","00","3","7","050770","05","0770",126,126,460.279954866009,0.273746442068457,110,0,0,0,110,0,110,126,126,126,0,0,0,0,0,0,0,0,0,0,110,110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82,38,0,38,33,6,4,2,4,0,6,2,0,4,2,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,17708,110,75,75,0,0,0,0,35,35,0,0,0,0,110,110,0,0,0,0,0,0,0,0
"Gibson CDP","Gibson CDP, Arkansas","160","00","3","7","050773","05","0773",4288,4288,540.74732417957,7.92976646996048,4288,4288,4288,0,0,0,0,4288,4217,3993,162,40,20,2,71,46,0,0,1,24,4288,4177,111,55,28,0,28,0,5,5,0,0,0,0,0,0,0,0,0,0,23,3071,2346,69,2277,1384,71,71,36,60,34,45,41,43,94,88,72,93,54,41,60,24,70,43,109,84,93,51,0,0,7,33495,4270,3941,3746,88,29,24,54,329,235,74,0,0,20,4288,4232,56,29,27,56,20,4,14,18
"Gilbert town","Gilbert town, Arkansas","160","00","3","7","050775","05","0775",43,43,110.1577487636,0.390349298915671,47,0,0,0,47,0,47,43,42,39,0,3,0,0,1,1,0,0,0,0,47,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,22,0,22,19,6,0,0,0,2,0,0,7,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23036,47,35,29,0,6,0,0,12,12,0,0,0,0,47,44,3,0,3,3,3,0,0,0
"Gillett city","Gillett city, Arkansas","160","00","3","7","050780","05","0780",883,883,845.456341589649,1.04440638335004,883,0,0,0,883,6,877,883,882,745,133,3,1,0,1,1,0,0,0,0,883,883,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,676,368,0,368,358,45,46,19,23,26,32,21,21,14,11,12,6,21,11,6,2,7,7,7,3,10,5,2,1,0,19063,883,714,644,62,6,2,0,169,127,42,0,0,0,883,879,4,2,2,4,2,2,0,0
"Gillham town","Gillham town, Arkansas","160","00","3","7","050785","05","0785",210,210,244.338490566038,0.859463441529459,229,0,0,0,229,0,229,210,201,188,0,12,1,0,9,9,0,0,0,0,229,225,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,152,91,0,91,87,17,15,6,2,6,8,14,0,10,0,2,0,2,0,2,0,1,0,0,0,0,2,0,0,0,16458,229,162,162,0,0,0,0,67,67,0,0,0,0,229,229,0,0,0,0,0,0,0,0
"Gilmore town","Gilmore town, Arkansas","160","00","3","7","050790","05","0790",331,331,1480.63217271157,0.223553159319657,343,0,0,0,343,0,343,331,330,85,245,0,0,0,1,1,0,0,0,0,343,343,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,235,113,0,113,108,23,25,11,0,3,12,6,4,2,3,3,0,3,0,0,0,2,3,5,3,0,0,0,0,0,11364,341,178,100,78,0,0,0,163,2,161,0,0,0,343,343,0,0,0,0,0,0,0,0
"Glenwood town","Glenwood town, Arkansas","160","00","3","7","050795","05","0795",1354,1354,487.467855435085,2.77761904688361,1354,0,0,0,1354,0,1354,1354,1350,1344,0,6,0,0,4,3,0,0,0,1,1354,1354,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1098,501,0,501,546,81,115,51,51,27,23,36,9,12,13,16,23,11,19,13,2,4,8,6,12,12,0,0,0,2,13775,1276,986,984,0,2,0,0,290,283,0,7,0,0,1354,1345,9,6,3,9,0,3,0,6
"Goshen town","Goshen town, Arkansas","160","00","3","7","050796","05","0796",589,589,55.0683319615912,10.6958024515944,589,0,0,0,589,76,513,589,583,575,0,8,0,0,6,0,0,0,0,6,589,589,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,437,323,0,323,219,14,22,7,9,9,10,18,13,11,13,17,13,18,3,11,5,0,5,4,0,7,5,0,2,3,26705,587,513,505,0,8,0,0,74,74,0,0,0,0,589,582,7,5,2,7,2,0,0,5
